entity:soil4_sample_id	metagenome_size_in_gbp	singlem_table	sra_accession
SRR4027029	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/47a974d7-7cf8-4656-aec3-c259ab82990f/call-singlem/SRR4027029.singlem.json.gz	SRR4027029
SRR4027030	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d3d8db93-d512-4519-be92-fc1d5ecb876a/call-singlem/SRR4027030.singlem.json.gz	SRR4027030
SRR4027031	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e5322672-523f-42cb-b992-0147c812bba2/call-singlem/SRR4027031.singlem.json.gz	SRR4027031
SRR4027032	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/aa6054b2-aa41-4049-9e0a-d990cf5d2f38/call-singlem/SRR4027032.singlem.json.gz	SRR4027032
SRR4027034	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a20e18ae-0e9a-4873-acb0-3c0a4bb35dcf/call-singlem/SRR4027034.singlem.json.gz	SRR4027034
SRR4027035	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/274db630-5ee6-4bc5-9387-e032d8df1485/call-singlem/SRR4027035.singlem.json.gz	SRR4027035
SRR4027036	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f820b808-2d54-47d1-aedc-de7cadea9ecf/call-singlem/SRR4027036.singlem.json.gz	SRR4027036
SRR4027039	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c390aed4-ed61-4c58-ba97-43b2790fd274/call-singlem/SRR4027039.singlem.json.gz	SRR4027039
SRR4027040	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0faab42d-21b4-43c9-bfd0-0077f70405e7/call-singlem/SRR4027040.singlem.json.gz	SRR4027040
SRR4027041	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0ba72927-ef55-4571-bfc0-c2b0e90ee09f/call-singlem/SRR4027041.singlem.json.gz	SRR4027041
SRR4027042	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b026f838-e1f8-447c-ba77-535c5b1ae456/call-singlem/SRR4027042.singlem.json.gz	SRR4027042
SRR4027044	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/11c048fe-7fd1-45d9-a81e-d11b69da7748/call-singlem/SRR4027044.singlem.json.gz	SRR4027044
SRR4027045	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a32f7111-5fb9-49e8-94b0-177138b1da94/call-singlem/attempt-2/SRR4027045.singlem.json.gz	SRR4027045
SRR4027046	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/70bc90bc-6dca-4afe-a504-41da5a7f46fe/call-singlem/SRR4027046.singlem.json.gz	SRR4027046
SRR4027089	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d1e62b49-67c1-4232-9861-e63cb7904fcd/call-singlem/SRR4027089.singlem.json.gz	SRR4027089
SRR4027091	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7bd772c8-46b9-41cc-90fe-45e3aa8a1736/call-singlem/SRR4027091.singlem.json.gz	SRR4027091
SRR4027093	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7e68b0bc-a0fd-47ed-b3a1-3d27ff591f45/call-singlem/SRR4027093.singlem.json.gz	SRR4027093
SRR4027094	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c647abb6-509f-444e-8bcf-f7389a78fe8d/call-singlem/SRR4027094.singlem.json.gz	SRR4027094
SRR4027095	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a2271f58-8bed-452b-a7b2-13a6adbf22e9/call-singlem/SRR4027095.singlem.json.gz	SRR4027095
SRR4027096	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/dfb89fa4-93ef-4684-9268-67ec3e562b3f/call-singlem/SRR4027096.singlem.json.gz	SRR4027096
SRR4027099	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/924bce95-2026-4ea1-9d6f-45babfad938f/call-singlem/attempt-2/SRR4027099.singlem.json.gz	SRR4027099
SRR4027100	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2f3c75e6-8a44-4d96-a20c-5217c8bad25c/call-singlem/attempt-2/SRR4027100.singlem.json.gz	SRR4027100
SRR4027101	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f3afd273-876d-4a3a-bdf1-686a7d41ae9a/call-singlem/SRR4027101.singlem.json.gz	SRR4027101
SRR4027102	15	undefined	SRR4027102
SRR4027103	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5a326905-3042-4c9d-aaf0-8b4cdbcf0e28/call-singlem/SRR4027103.singlem.json.gz	SRR4027103
SRR4027105	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/81a8bd5c-cc9e-4e96-beb3-3a35ac2f92d5/call-singlem/SRR4027105.singlem.json.gz	SRR4027105
SRR4027106	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9c2c8dd0-4580-4772-8e94-a9da15316cba/call-singlem/attempt-3/SRR4027106.singlem.json.gz	SRR4027106
SRR4027107	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/223fe4a7-65c7-4c6d-9344-10892eaf2385/call-singlem/SRR4027107.singlem.json.gz	SRR4027107
SRR4027108	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/fd1b1088-c0f6-49d4-96c9-13504411f6a6/call-singlem/SRR4027108.singlem.json.gz	SRR4027108
SRR4027111	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/486eaf0a-1dda-4d76-a9ef-c31941916613/call-singlem/SRR4027111.singlem.json.gz	SRR4027111
SRR4027112	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/556cc2cb-c59d-4d14-920c-81a726e79c09/call-singlem/SRR4027112.singlem.json.gz	SRR4027112
SRR4027113	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5db43598-2a9b-4756-81a7-fa73adb322ae/call-singlem/SRR4027113.singlem.json.gz	SRR4027113
SRR4027115	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ff630480-8fc1-4d3c-9c83-059f7243b348/call-singlem/SRR4027115.singlem.json.gz	SRR4027115
SRR4027116	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e2827abe-0e62-4aa5-a992-24f31debc628/call-singlem/SRR4027116.singlem.json.gz	SRR4027116
SRR4027117	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c0d257ce-61be-4410-b1ba-6263ec8fedc4/call-singlem/SRR4027117.singlem.json.gz	SRR4027117
SRR4027118	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d1bd1145-ad57-418d-8220-2e7098b7c196/call-singlem/SRR4027118.singlem.json.gz	SRR4027118
SRR4027119	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7ee367a2-5291-4460-a307-a441b5d2b8e7/call-singlem/SRR4027119.singlem.json.gz	SRR4027119
SRR4027120	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ffd48cc6-b235-4ad0-9d83-f278288c72cc/call-singlem/SRR4027120.singlem.json.gz	SRR4027120
SRR4027121	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9300cd0c-c11d-4049-a4b4-a20132dcf634/call-singlem/SRR4027121.singlem.json.gz	SRR4027121
SRR4027122	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3f9738e4-26a7-40e2-bff1-e3e1d2e0b962/call-singlem/SRR4027122.singlem.json.gz	SRR4027122
SRR4027123	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/db5ce804-8a45-4577-99df-0b2b94b3398a/call-singlem/SRR4027123.singlem.json.gz	SRR4027123
SRR4027124	13	undefined	SRR4027124
SRR4027125	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/06f734f6-e412-4fc6-be34-653ce48df78f/call-singlem/SRR4027125.singlem.json.gz	SRR4027125
SRR4027126	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b0bd7982-8c9c-4cf7-9e1f-8b7bce190557/call-singlem/SRR4027126.singlem.json.gz	SRR4027126
SRR4027130	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bed13d42-f78c-4cdc-9b76-05b27aa18037/call-singlem/SRR4027130.singlem.json.gz	SRR4027130
SRR4027131	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/33141047-b706-4299-b7af-ac81352227d4/call-singlem/SRR4027131.singlem.json.gz	SRR4027131
SRR4027132	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2d57c64c-66a5-4bab-9297-532b58cd84b5/call-singlem/SRR4027132.singlem.json.gz	SRR4027132
SRR4027134	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1ad43a1d-b2d8-496d-b499-3b4d75102e0e/call-singlem/SRR4027134.singlem.json.gz	SRR4027134
SRR4027567	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/28d6cb9a-95e5-4af9-8f75-e3c873cfd82f/call-singlem/SRR4027567.singlem.json.gz	SRR4027567
SRR4027568	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5321bed5-f5da-4f5a-a586-0c392cec620e/call-singlem/attempt-3/SRR4027568.singlem.json.gz	SRR4027568
SRR4027569	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/773edd54-17b5-49ee-9948-a0bbec9c1d65/call-singlem/SRR4027569.singlem.json.gz	SRR4027569
SRR4027570	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1cc60b2b-3b7e-466f-93ae-fe84e9aef603/call-singlem/SRR4027570.singlem.json.gz	SRR4027570
SRR4027571	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5bda9f8e-a5b8-46d2-bcb1-cdc006970552/call-singlem/SRR4027571.singlem.json.gz	SRR4027571
SRR4027572	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4206d034-28e7-4c29-a080-550aa13cb6b6/call-singlem/SRR4027572.singlem.json.gz	SRR4027572
SRR4027573	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/05099776-b105-4298-aade-70242b26f005/call-singlem/SRR4027573.singlem.json.gz	SRR4027573
SRR4027574	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/92f017b2-1682-47a2-a8c8-59e5b34d2367/call-singlem/SRR4027574.singlem.json.gz	SRR4027574
SRR4027576	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ccac573d-9c55-4e68-86b7-f250bd398e9b/call-singlem/SRR4027576.singlem.json.gz	SRR4027576
SRR4027577	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/65e036ac-82bd-42be-8a67-aa10b12e2106/call-singlem/SRR4027577.singlem.json.gz	SRR4027577
SRR4027578	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6603aa91-38df-4d14-844e-cf3a8f1653b4/call-singlem/SRR4027578.singlem.json.gz	SRR4027578
SRR4027579	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f92adfc3-5424-4447-8f4d-64d385f35964/call-singlem/SRR4027579.singlem.json.gz	SRR4027579
SRR4027580	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f018095e-7e25-46dd-8a6f-0400e9ceee4f/call-singlem/SRR4027580.singlem.json.gz	SRR4027580
SRR4027581	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9a61e639-c8c2-48b6-9b00-9b2fc9a5ab71/call-singlem/SRR4027581.singlem.json.gz	SRR4027581
SRR4027582	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8209fc25-4081-4b53-9606-31543ae6e5f1/call-singlem/SRR4027582.singlem.json.gz	SRR4027582
SRR4027583	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6571d83b-16e4-43d5-8ca8-358cc5668e18/call-singlem/SRR4027583.singlem.json.gz	SRR4027583
SRR4027584	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9105ba0f-a852-4acd-ad5a-9b3d1bd639ad/call-singlem/SRR4027584.singlem.json.gz	SRR4027584
SRR4027586	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/43b9a426-fbdf-45a5-993c-23b7ab70bbad/call-singlem/SRR4027586.singlem.json.gz	SRR4027586
SRR4027587	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/129492e8-1401-485c-87f9-55a82edbd14b/call-singlem/SRR4027587.singlem.json.gz	SRR4027587
SRR4027588	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6d7c9424-c7e3-4145-92fe-50d43cbd8d19/call-singlem/SRR4027588.singlem.json.gz	SRR4027588
SRR4027589	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cf293b27-c419-4590-8892-aa27a697180a/call-singlem/SRR4027589.singlem.json.gz	SRR4027589
SRR4027590	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2c66e3cd-8d08-4368-8c36-e5a4532769f6/call-singlem/attempt-2/SRR4027590.singlem.json.gz	SRR4027590
SRR4027593	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9d503ffa-7213-41f2-9d00-3082502b3b13/call-singlem/SRR4027593.singlem.json.gz	SRR4027593
SRR4027594	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/96aadfea-9502-43c5-8343-51190b57beaa/call-singlem/SRR4027594.singlem.json.gz	SRR4027594
SRR4027595	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/edb9a7c7-49a4-4c5c-88e6-3b2fea0a63e0/call-singlem/attempt-3/SRR4027595.singlem.json.gz	SRR4027595
SRR4027596	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4a9ae4d4-3b57-4c6d-9ca5-08e3519e9b0c/call-singlem/SRR4027596.singlem.json.gz	SRR4027596
SRR4027597	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3bed7d35-c417-4b93-addf-9182faedbb0f/call-singlem/SRR4027597.singlem.json.gz	SRR4027597
SRR4027598	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/388b56ab-fc2b-4869-8240-658108267e69/call-singlem/SRR4027598.singlem.json.gz	SRR4027598
SRR4027599	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9e06775f-4c03-46f5-802b-e407897a4b0c/call-singlem/SRR4027599.singlem.json.gz	SRR4027599
SRR4027601	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a44badbc-37b2-42b7-9be3-03a04f9b1240/call-singlem/SRR4027601.singlem.json.gz	SRR4027601
SRR4027603	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bbbd56e8-d1ad-4f60-92fc-316accc1f86d/call-singlem/SRR4027603.singlem.json.gz	SRR4027603
SRR4027605	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c7e354f6-3f74-4b4b-b158-947a5f669a40/call-singlem/SRR4027605.singlem.json.gz	SRR4027605
SRR4027606	16	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f3b6a98d-c94e-4009-9711-585e89b3fc02/call-singlem/SRR4027606.singlem.json.gz	SRR4027606
SRR4027608	15	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bde9c3bd-05c9-4586-8b72-5ec9e4a11295/call-singlem/SRR4027608.singlem.json.gz	SRR4027608
SRR4027609	23	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/156067d4-22bb-4b7f-b5a7-0cd00e1f6105/call-singlem/SRR4027609.singlem.json.gz	SRR4027609
SRR4027610	23	undefined	SRR4027610
SRR4027611	23	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a49babee-fcf5-4f34-8f26-b2218755ee2a/call-singlem/SRR4027611.singlem.json.gz	SRR4027611
SRR4027613	25	undefined	SRR4027613
SRR4027614	23	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1b10fb6f-e18c-4be5-a54f-672b24fc915b/call-singlem/SRR4027614.singlem.json.gz	SRR4027614
SRR4027615	25	undefined	SRR4027615
SRR4027658	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ff8f9166-9478-4e90-8242-c1e0c8742175/call-singlem/SRR4027658.singlem.json.gz	SRR4027658
SRR4027659	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d252fa86-e93c-4c06-848a-04b04f395c1a/call-singlem/SRR4027659.singlem.json.gz	SRR4027659
SRR4027660	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9a7d8b83-c90a-4f26-834c-c4971a550c90/call-singlem/SRR4027660.singlem.json.gz	SRR4027660
SRR4027661	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/331c0288-d6b9-4362-a071-f0682c53cfd6/call-singlem/SRR4027661.singlem.json.gz	SRR4027661
SRR4027662	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/06d64d51-b303-45f9-aabc-0ec667098f6e/call-singlem/SRR4027662.singlem.json.gz	SRR4027662
SRR4027663	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/09ba3d94-ecb4-4ed6-a9ae-787a60777c2a/call-singlem/SRR4027663.singlem.json.gz	SRR4027663
SRR4027665	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e6d960f4-68bc-406a-b6a3-8fd693461d60/call-singlem/SRR4027665.singlem.json.gz	SRR4027665
SRR4027666	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/71824548-7f2a-4b73-bba9-cf2b91e3571e/call-singlem/SRR4027666.singlem.json.gz	SRR4027666
SRR4027667	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ccdf5b8d-a04f-443f-9781-3f2b6217746e/call-singlem/SRR4027667.singlem.json.gz	SRR4027667
SRR4027668	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5af542f7-0e63-4077-adf3-c70d8b2d4fc9/call-singlem/attempt-2/SRR4027668.singlem.json.gz	SRR4027668
SRR4027669	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/586ea543-1c11-4d87-aa82-e55bb53b53a0/call-singlem/SRR4027669.singlem.json.gz	SRR4027669
SRR4027671	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a8df6861-8212-4b8d-9f2f-74fd60df105e/call-singlem/SRR4027671.singlem.json.gz	SRR4027671
SRR4027672	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/156a69d2-10c3-4904-899f-9655f8445432/call-singlem/SRR4027672.singlem.json.gz	SRR4027672
SRR4027796	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f55e278b-ec1d-4776-b76d-3d24ef163315/call-singlem/attempt-2/SRR4027796.singlem.json.gz	SRR4027796
SRR4027799	11	undefined	SRR4027799
SRR4027801	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/648c9fe0-dd9f-4af1-b197-79a115a86aab/call-singlem/SRR4027801.singlem.json.gz	SRR4027801
SRR4027802	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d567f1e9-e99b-46ad-88a2-c3510ab52ca0/call-singlem/SRR4027802.singlem.json.gz	SRR4027802
SRR4027825	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/53c797df-8efa-4578-bf42-0612f89ed3b4/call-singlem/SRR4027825.singlem.json.gz	SRR4027825
SRR4027827	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a98712e0-5cdc-4b4c-aa9a-aafc68b61d17/call-singlem/attempt-2/SRR4027827.singlem.json.gz	SRR4027827
SRR4027828	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/64acb3eb-6f49-46f3-bd4f-fa7dbf5ef1df/call-singlem/SRR4027828.singlem.json.gz	SRR4027828
SRR4027829	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3ecd63a4-5475-4a5b-946f-a7c9818f7514/call-singlem/SRR4027829.singlem.json.gz	SRR4027829
SRR4027830	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7b55bdb0-148e-4c02-811b-e5ea80e8a418/call-singlem/SRR4027830.singlem.json.gz	SRR4027830
SRR4027831	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2d9a3017-8c3c-4dd2-9776-a65685037646/call-singlem/attempt-2/SRR4027831.singlem.json.gz	SRR4027831
SRR4027832	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/82234285-b98d-4036-acce-f75732e08c9a/call-singlem/attempt-2/SRR4027832.singlem.json.gz	SRR4027832
